timestamp,open,high,low,close,volume
2025-05-10 01:00:00,2325.77,2353.72,2325.01,2334.36,156693.589
2025-05-10 02:00:00,2334.36,2348.35,2331.83,2340.98,101125.367
2025-05-10 03:00:00,2340.97,2342.09,2330.60,2338.81,90795.994
2025-05-10 04:00:00,2338.81,2338.82,2325.31,2335.98,88513.453
2025-05-10 05:00:00,2335.98,2354.61,2335.98,2352.24,131635.362
2025-05-10 06:00:00,2352.24,2377.44,2349.86,2366.61,372327.070
2025-05-10 07:00:00,2366.61,2416.50,2354.00,2399.17,421757.706
2025-05-10 08:00:00,2399.20,2435.00,2360.00,2381.69,730741.396
2025-05-10 09:00:00,2381.68,2423.29,2364.16,2400.28,475143.089
2025-05-10 10:00:00,2400.30,2428.75,2384.00,2395.73,447685.672
2025-05-10 11:00:00,2395.73,2403.27,2374.51,2383.75,319343.572
2025-05-10 12:00:00,2383.75,2420.18,2383.75,2407.37,324629.095
2025-05-10 13:00:00,2407.36,2449.99,2407.32,2437.00,428812.447
2025-05-10 14:00:00,2436.99,2444.54,2405.27,2434.99,425907.714
2025-05-10 15:00:00,2434.99,2445.50,2421.14,2432.38,290514.378
2025-05-10 16:00:00,2432.38,2474.66,2427.65,2459.90,524951.903
2025-05-10 17:00:00,2459.91,2512.00,2448.72,2459.80,914038.333
2025-05-10 18:00:00,2459.79,2506.23,2456.00,2494.46,442692.138
2025-05-10 19:00:00,2494.45,2506.88,2475.48,2498.35,247736.901
2025-05-10 20:00:00,2498.35,2503.95,2465.60,2489.84,205893.894
2025-05-10 21:00:00,2489.83,2544.79,2489.83,2532.66,434754.049
2025-05-10 22:00:00,2532.65,2585.97,2520.05,2576.70,586117.737
2025-05-10 23:00:00,2576.70,2600.76,2562.58,2581.91,749191.577
2025-05-11 00:00:00,2581.90,2608.00,2498.79,2542.88,915801.463
2025-05-11 01:00:00,2542.87,2556.99,2510.45,2531.81,317659.416
2025-05-11 02:00:00,2531.81,2565.00,2521.34,2542.39,446981.450
2025-05-11 03:00:00,2542.39,2554.07,2529.19,2536.31,162213.515
2025-05-11 04:00:00,2536.31,2550.00,2529.07,2544.13,156903.362
2025-05-11 05:00:00,2544.12,2561.68,2535.65,2553.68,204234.963
2025-05-11 06:00:00,2553.67,2554.99,2503.66,2520.09,414608.809
2025-05-11 07:00:00,2520.10,2520.10,2452.61,2472.61,762926.213
2025-05-11 08:00:00,2472.61,2504.49,2471.50,2479.92,337517.272
2025-05-11 09:00:00,2479.92,2521.41,2479.87,2514.15,269250.425
2025-05-11 10:00:00,2514.15,2520.00,2494.02,2509.50,184658.417
2025-05-11 11:00:00,2509.49,2534.80,2505.52,2529.36,231854.204
2025-05-11 12:00:00,2529.36,2530.92,2509.80,2514.41,158498.444
2025-05-11 13:00:00,2514.42,2529.51,2464.20,2468.20,540020.556
2025-05-11 14:00:00,2468.21,2493.27,2467.20,2484.77,230524.562
2025-05-11 15:00:00,2484.76,2503.99,2434.89,2461.22,445195.755
2025-05-11 16:00:00,2461.22,2479.75,2439.08,2470.05,380211.974
2025-05-11 17:00:00,2470.04,2495.06,2465.50,2490.55,227015.082
2025-05-11 18:00:00,2490.56,2514.38,2471.29,2503.84,297856.122
2025-05-11 19:00:00,2503.83,2524.38,2500.82,2506.99,200618.595
2025-05-11 20:00:00,2507.00,2511.74,2492.00,2508.69,150508.617
2025-05-11 21:00:00,2508.69,2519.44,2496.32,2515.66,106538.815
2025-05-11 22:00:00,2515.65,2527.71,2481.95,2502.16,243095.315
2025-05-11 23:00:00,2502.15,2514.27,2496.58,2513.48,109051.215
2025-05-12 00:00:00,2513.48,2544.97,2510.00,2530.21,305328.761
2025-05-12 01:00:00,2530.20,2548.00,2490.00,2504.48,328456.690
2025-05-12 02:00:00,2504.48,2535.09,2501.06,2521.78,203772.056
2025-05-12 03:00:00,2521.77,2526.28,2508.57,2519.01,104117.222
2025-05-12 04:00:00,2519.00,2526.61,2506.54,2517.19,142886.182
2025-05-12 05:00:00,2517.19,2520.29,2490.70,2496.80,183087.879
2025-05-12 06:00:00,2496.79,2521.05,2484.02,2516.66,201137.142
2025-05-12 07:00:00,2516.66,2624.84,2516.65,2553.44,1715685.814
2025-05-12 08:00:00,2553.45,2585.05,2530.62,2576.72,467473.805
2025-05-12 09:00:00,2576.72,2581.51,2546.66,2549.74,274104.966
2025-05-12 10:00:00,2549.73,2562.56,2538.52,2559.29,227451.318
2025-05-12 11:00:00,2559.29,2566.00,2520.00,2529.34,299428.655
2025-05-12 12:00:00,2529.32,2559.70,2528.01,2548.49,268303.624
2025-05-12 13:00:00,2548.50,2575.60,2542.50,2556.99,512549.382
2025-05-12 14:00:00,2556.98,2569.50,2486.11,2504.93,977255.612
2025-05-12 15:00:00,2504.93,2514.87,2478.00,2485.94,536586.727
2025-05-12 16:00:00,2485.95,2507.89,2469.33,2499.70,338330.910
2025-05-12 17:00:00,2499.70,2511.94,2463.57,2475.75,263878.181
2025-05-12 18:00:00,2475.74,2484.59,2406.55,2434.19,900431.910
2025-05-12 19:00:00,2434.19,2466.55,2427.80,2459.29,350469.155
2025-05-12 20:00:00,2459.28,2495.33,2450.88,2484.57,230420.151
2025-05-12 21:00:00,2484.57,2490.90,2466.00,2478.85,130516.142
2025-05-12 22:00:00,2478.85,2496.72,2472.85,2484.69,123185.448
2025-05-12 23:00:00,2484.69,2499.34,2484.18,2494.16,112203.133
2025-05-13 00:00:00,2494.16,2494.90,2457.60,2461.97,246806.149
2025-05-13 01:00:00,2461.97,2475.59,2438.73,2451.94,238234.543
2025-05-13 02:00:00,2451.94,2458.79,2414.36,2438.16,347240.649
2025-05-13 03:00:00,2438.16,2443.82,2416.46,2424.07,222759.110
2025-05-13 04:00:00,2424.06,2458.06,2418.84,2454.70,254246.198
2025-05-13 05:00:00,2454.69,2462.65,2438.01,2449.03,178021.476
2025-05-13 06:00:00,2449.02,2460.33,2446.34,2452.61,129106.293
2025-05-13 07:00:00,2452.61,2479.45,2451.52,2459.90,215485.788
2025-05-13 08:00:00,2459.89,2470.40,2450.57,2456.41,138739.592
2025-05-13 09:00:00,2456.41,2486.88,2455.88,2483.76,263215.768
2025-05-13 10:00:00,2483.77,2486.40,2470.55,2481.03,164472.677
2025-05-13 11:00:00,2481.03,2524.97,2477.50,2512.26,399334.257
2025-05-13 12:00:00,2512.25,2541.26,2490.13,2523.61,568268.623
2025-05-13 13:00:00,2523.62,2561.73,2517.67,2548.56,489507.796
2025-05-13 14:00:00,2548.59,2555.88,2525.50,2543.53,447180.060
2025-05-13 15:00:00,2543.53,2573.00,2538.30,2564.89,388136.381
2025-05-13 16:00:00,2564.88,2600.00,2558.61,2596.85,561794.296
2025-05-13 17:00:00,2596.85,2622.00,2589.02,2609.60,536766.909
2025-05-13 18:00:00,2609.61,2671.60,2604.81,2668.83,586548.656
2025-05-13 19:00:00,2668.82,2738.62,2652.43,2690.02,1084152.661
2025-05-13 20:00:00,2690.02,2696.63,2653.00,2688.67,540298.002
2025-05-13 21:00:00,2688.67,2692.00,2668.60,2689.97,204166.184
2025-05-13 22:00:00,2689.97,2706.98,2674.55,2678.88,260983.659
2025-05-13 23:00:00,2678.90,2685.90,2656.00,2678.59,230713.280
2025-05-14 00:00:00,2678.58,2699.99,2671.23,2694.93,247352.689
2025-05-14 01:00:00,2694.96,2724.96,2664.24,2670.50,561935.745
2025-05-14 02:00:00,2670.50,2671.24,2620.80,2637.17,629164.174
2025-05-14 03:00:00,2637.17,2646.85,2623.01,2645.78,202801.375
2025-05-14 04:00:00,2645.79,2673.87,2635.06,2673.40,219481.281
2025-05-14 05:00:00,2673.48,2686.61,2662.00,2672.10,211522.181
2025-05-14 06:00:00,2672.10,2676.74,2658.68,2672.65,116076.464
2025-05-14 07:00:00,2672.65,2673.29,2638.00,2639.14,260141.670
2025-05-14 08:00:00,2639.15,2644.71,2586.00,2596.41,521006.976
2025-05-14 09:00:00,2596.40,2609.11,2575.00,2606.53,382755.008
2025-05-14 10:00:00,2606.52,2615.92,2587.63,2594.78,282153.217
2025-05-14 11:00:00,2594.79,2634.64,2594.78,2624.16,321909.784
2025-05-14 12:00:00,2624.16,2634.52,2603.00,2611.80,232341.109
2025-05-14 13:00:00,2611.81,2626.25,2576.30,2605.10,438736.612
2025-05-14 14:00:00,2605.11,2605.39,2557.00,2582.34,513668.047
2025-05-14 15:00:00,2582.34,2600.00,2559.34,2596.28,311115.149
2025-05-14 16:00:00,2596.28,2598.76,2577.33,2588.90,259482.106
2025-05-14 17:00:00,2588.90,2591.40,2545.00,2589.03,345282.892
2025-05-14 18:00:00,2589.02,2613.50,2578.54,2612.49,268355.435
2025-05-14 19:00:00,2612.48,2616.82,2597.42,2603.85,176140.254
2025-05-14 20:00:00,2603.86,2609.99,2596.27,2599.34,85687.303
2025-05-14 21:00:00,2599.34,2609.71,2582.31,2605.38,127208.963
2025-05-14 22:00:00,2605.38,2606.88,2585.63,2594.83,81633.431
2025-05-14 23:00:00,2594.84,2612.88,2582.65,2608.74,118326.286
2025-05-15 00:00:00,2608.75,2646.10,2606.00,2630.94,266343.873
2025-05-15 01:00:00,2630.94,2636.00,2565.90,2576.81,343253.130
2025-05-15 02:00:00,2576.80,2597.27,2570.00,2590.08,185264.242
2025-05-15 03:00:00,2590.07,2593.95,2568.90,2573.77,144890.627
2025-05-15 04:00:00,2573.77,2594.44,2570.89,2592.17,135303.826
2025-05-15 05:00:00,2592.16,2595.73,2562.28,2566.94,215099.670
2025-05-15 06:00:00,2566.93,2582.88,2554.45,2572.59,261570.616
2025-05-15 07:00:00,2572.58,2576.47,2513.80,2529.60,585747.992
2025-05-15 08:00:00,2529.59,2566.39,2527.41,2563.41,351364.949
2025-05-15 09:00:00,2563.41,2565.69,2521.01,2538.32,356099.112
2025-05-15 10:00:00,2538.32,2545.00,2515.68,2542.37,295648.178
2025-05-15 11:00:00,2542.36,2565.00,2541.48,2553.81,222542.284
2025-05-15 12:00:00,2553.81,2578.99,2542.00,2551.87,393209.475
2025-05-15 13:00:00,2551.88,2567.64,2500.04,2530.48,556600.591
2025-05-15 14:00:00,2530.48,2540.00,2475.61,2499.02,749033.590
2025-05-15 15:00:00,2499.03,2568.34,2496.56,2562.90,629295.586
2025-05-15 16:00:00,2562.91,2598.87,2554.00,2598.27,516878.869
2025-05-15 17:00:00,2598.27,2603.52,2566.00,2570.58,368054.166
2025-05-15 18:00:00,2570.58,2577.77,2519.01,2523.99,519987.134
2025-05-15 19:00:00,2524.00,2547.04,2510.59,2529.77,300804.203
2025-05-15 20:00:00,2529.77,2543.34,2514.28,2535.83,201913.225
2025-05-15 21:00:00,2535.81,2540.64,2510.49,2533.88,128353.994
2025-05-15 22:00:00,2533.88,2563.61,2530.81,2540.18,180789.741
2025-05-15 23:00:00,2540.17,2549.51,2515.00,2547.75,207628.549
2025-05-16 00:00:00,2547.76,2564.88,2538.19,2543.69,172111.978
2025-05-16 01:00:00,2543.69,2568.75,2533.15,2565.99,175311.296
2025-05-16 02:00:00,2565.99,2582.44,2553.00,2572.99,195763.558
2025-05-16 03:00:00,2572.99,2584.08,2567.00,2580.43,143123.889
2025-05-16 04:00:00,2580.43,2588.70,2562.92,2573.17,176728.830
2025-05-16 05:00:00,2573.17,2596.09,2573.17,2593.53,196228.282
2025-05-16 06:00:00,2593.53,2599.68,2585.81,2596.45,128345.697
2025-05-16 07:00:00,2596.46,2619.39,2583.00,2600.50,316382.338
2025-05-16 08:00:00,2600.51,2604.65,2556.65,2572.48,433486.619
2025-05-16 09:00:00,2572.48,2616.88,2570.48,2610.43,392313.126
2025-05-16 10:00:00,2610.44,2627.65,2604.81,2624.04,258096.155
2025-05-16 11:00:00,2624.05,2648.68,2615.31,2620.00,374166.680
2025-05-16 12:00:00,2620.00,2622.39,2591.08,2597.40,292114.556
2025-05-16 13:00:00,2597.41,2614.86,2591.68,2605.44,295674.035
2025-05-16 14:00:00,2605.43,2605.85,2572.30,2583.46,391597.393
2025-05-16 15:00:00,2583.47,2603.15,2583.47,2593.94,207924.645
2025-05-16 16:00:00,2593.93,2600.96,2568.27,2585.48,218188.616
2025-05-16 17:00:00,2585.48,2594.08,2570.75,2576.94,148903.023
2025-05-16 18:00:00,2576.94,2591.57,2574.50,2585.40,101688.365
2025-05-16 19:00:00,2585.41,2592.56,2576.00,2591.00,95030.614
2025-05-16 20:00:00,2591.00,2591.88,2561.00,2569.67,160316.815
2025-05-16 21:00:00,2569.66,2582.30,2548.08,2566.24,145391.527
2025-05-16 22:00:00,2566.24,2568.84,2527.14,2544.63,255593.627
2025-05-16 23:00:00,2544.62,2556.98,2528.60,2535.72,240343.458
2025-05-17 00:00:00,2535.71,2537.63,2482.00,2499.63,673879.648
2025-05-17 01:00:00,2499.64,2499.70,2456.00,2474.51,501075.706
2025-05-17 02:00:00,2474.52,2502.29,2450.62,2489.14,463067.809
2025-05-17 03:00:00,2489.14,2496.40,2473.57,2495.93,153977.816
2025-05-17 04:00:00,2495.92,2512.33,2490.30,2504.97,210635.431
2025-05-17 05:00:00,2504.97,2508.48,2473.53,2479.20,201724.456
2025-05-17 06:00:00,2479.19,2495.64,2478.82,2492.16,144583.711
2025-05-17 07:00:00,2492.17,2505.26,2480.07,2491.49,156713.491
2025-05-17 08:00:00,2491.49,2495.06,2476.01,2479.97,152823.961
2025-05-17 09:00:00,2479.97,2485.47,2463.71,2477.41,224386.613
2025-05-17 10:00:00,2477.40,2490.64,2473.64,2484.81,127955.653
2025-05-17 11:00:00,2484.80,2488.12,2473.23,2480.54,119954.534
2025-05-17 12:00:00,2480.55,2485.76,2469.00,2471.42,109982.215
2025-05-17 13:00:00,2471.42,2479.39,2442.65,2460.46,366961.063
2025-05-17 14:00:00,2460.46,2484.97,2459.92,2481.42,231663.523
2025-05-17 15:00:00,2481.41,2483.54,2471.56,2473.22,113641.306
2025-05-17 16:00:00,2473.22,2479.33,2446.70,2466.68,253402.319
2025-05-17 17:00:00,2466.67,2479.36,2462.66,2469.11,142406.350
2025-05-17 18:00:00,2469.10,2488.00,2462.06,2465.94,168595.682
2025-05-17 19:00:00,2465.94,2479.44,2460.66,2468.90,90154.895
2025-05-17 20:00:00,2468.90,2495.55,2463.23,2488.05,135351.197
2025-05-17 21:00:00,2488.05,2493.14,2478.19,2484.81,87273.653
2025-05-17 22:00:00,2484.81,2485.39,2451.28,2459.08,174405.274
2025-05-17 23:00:00,2459.07,2477.29,2456.00,2474.09,84247.714
2025-05-18 00:00:00,2474.09,2485.29,2470.65,2481.75,83242.933
2025-05-18 01:00:00,2481.76,2486.58,2471.78,2484.11,68379.811
2025-05-18 02:00:00,2484.10,2486.78,2474.91,2480.09,61084.332
2025-05-18 03:00:00,2480.09,2485.96,2466.74,2476.19,118704.012
2025-05-18 04:00:00,2476.18,2488.44,2476.18,2485.00,66054.355
2025-05-18 05:00:00,2484.99,2514.77,2484.66,2511.34,250024.574
2025-05-18 06:00:00,2511.34,2513.00,2491.00,2495.92,138240.372
2025-05-18 07:00:00,2495.93,2510.97,2493.55,2508.35,107988.266
2025-05-18 08:00:00,2508.35,2527.85,2508.16,2516.26,248788.812
2025-05-18 09:00:00,2516.27,2522.29,2502.51,2506.86,116721.487
2025-05-18 10:00:00,2506.85,2512.06,2496.00,2503.96,105881.709
2025-05-18 11:00:00,2503.95,2512.20,2499.55,2500.49,86188.436
2025-05-18 12:00:00,2500.49,2507.45,2486.65,2507.19,155536.257
2025-05-18 13:00:00,2507.19,2544.12,2503.08,2541.19,252925.336
2025-05-18 14:00:00,2541.19,2568.95,2527.93,2556.82,561243.830
2025-05-18 15:00:00,2556.82,2587.52,2546.73,2578.06,409433.218
2025-05-18 16:00:00,2578.07,2582.92,2553.37,2572.68,391170.449
2025-05-18 17:00:00,2572.68,2574.32,2481.50,2488.59,857452.206
2025-05-18 18:00:00,2488.59,2495.00,2448.77,2461.59,775804.670
2025-05-18 19:00:00,2461.58,2469.94,2402.00,2406.78,617971.173
2025-05-18 20:00:00,2406.78,2406.78,2312.62,2392.37,1173410.942
2025-05-18 21:00:00,2392.40,2433.28,2391.53,2406.01,374530.295
2025-05-18 22:00:00,2406.00,2455.60,2374.55,2453.60,590055.649
2025-05-18 23:00:00,2453.61,2510.20,2434.20,2496.98,468231.140
2025-05-19 00:00:00,2496.98,2513.38,2426.24,2442.21,744317.473
2025-05-19 01:00:00,2442.21,2449.89,2412.93,2427.63,347970.350
2025-05-19 02:00:00,2427.63,2434.60,2391.30,2400.20,416636.800
2025-05-19 03:00:00,2400.20,2403.74,2378.02,2384.46,290150.639
2025-05-19 04:00:00,2384.46,2404.45,2351.00,2364.88,443632.222
2025-05-19 05:00:00,2364.88,2385.43,2356.48,2377.67,269062.321
2025-05-19 06:00:00,2377.67,2397.13,2346.99,2352.99,354527.493
2025-05-19 07:00:00,2352.99,2412.27,2350.72,2402.54,535411.789
2025-05-19 08:00:00,2402.53,2422.11,2389.00,2403.92,377810.712
2025-05-19 09:00:00,2403.92,2414.64,2389.57,2404.24,204145.526
2025-05-19 10:00:00,2404.24,2418.16,2392.00,2408.81,187454.115
2025-05-19 11:00:00,2408.81,2420.88,2406.11,2416.34,168264.160
